First routing table for node 0:
First routing table for node 3:
0		3		3 2 1 0
1		2		3 2 1
2		1		3 2
3		0		3
4		1		3 4
5		2		3 4 5
6		3		3 4 5 6
7		3		3 2 8 7
8		2		3 2 8
9		3		3 2 8 9
10		4		3 2 8 9 10
11		3		3 2 8 11
12		3		3 2 8 12
13		4		3 2 8 7 13
14		3		3 2 8 14
15		5		3 2 8 9 10 15
16		5		3 2 8 11 17 16
17		4		3 2 8 11 17
18		4		3 2 8 14 18
19		4		3 2 8 14 19
20		5		3 2 8 14 18 20
21		5		3 2 8 14 18 21
22		5		3 2 8 11 17 22
23		5		3 2 8 11 17 23
---------------------------------------------------------------------

Second routing table for node 3:
0		6		3 4 5 6 7 8 0
1		7		3 4 5 6 7 8 0 1
2		6		3 4 5 6 7 8 2
3		0		3
4		6		3 2 8 7 6 5 4
5		5		3 2 8 7 6 5
6		4		3 2 8 7 6
7		4		3 4 5 6 7
8		5		3 4 5 6 7 8
9		7		3 4 5 6 7 8 0 9
10		7		3 4 5 6 7 8 11 10
11		7		3 4 5 6 7 8 12 11
12		6		3 4 5 6 7 13 12
13		6		3 4 5 6 7 14 13
14		5		3 4 5 6 7 14
15		7		3 4 5 6 7 14 17 15
16		8		3 4 5 6 7 14 17 15 16
17		6		3 4 5 6 7 14 17
18		7		3 4 5 6 7 14 17 18
19		6		3 4 5 6 7 13 19
20		7		3 4 5 6 7 13 19 20
21		8		3 4 5 6 7 13 19 20 21
22		7		3 4 5 6 7 14 18 22
23		7		3 4 5 6 7 14 18 23
======================================================================

First routing table for node 4:
0		4		4 3 2 1 0
1		3		4 3 2 1
2		2		4 3 2
3		1		4 3
4		0		4
5		1		4 5
6		2		4 5 6
7		3		4 5 6 7
8		3		4 3 2 8
9		4		4 3 2 8 9
10		5		4 3 2 8 9 10
11		4		4 3 2 8 11
12		4		4 3 2 8 12
13		4		4 5 6 7 13
14		4		4 5 6 7 14
15		6		4 3 2 8 9 10 15
16		6		4 3 2 8 11 17 16
17		5		4 3 2 8 11 17
18		5		4 5 6 7 14 18
19		5		4 5 6 7 13 19
20		6		4 5 6 7 14 18 20
21		6		4 5 6 7 14 18 21
22		6		4 3 2 8 11 17 22
23		6		4 3 2 8 11 17 23
---------------------------------------------------------------------

Second routing table for node 4:
0		5		4 5 6 7 8 0
1		6		4 5 6 7 8 0 1
2		5		4 5 6 7 8 2
3		6		4 5 6 7 8 2 3
4		0		4
5		6		4 3 2 8 7 6 5
6		5		4 3 2 8 7 6
7		4		4 3 2 8 7
8		4		4 5 6 7 8
9		6		4 5 6 7 8 0 9
10		6		4 5 6 7 8 11 10
11		6		4 5 6 7 8 12 11
12		5		4 5 6 7 13 12
13		5		4 3 2 8 12 13
14		4		4 3 2 8 14
15		6		4 5 6 7 14 17 15
16		7		4 5 6 7 14 17 15 16
17		5		4 5 6 7 14 17
18		6		4 3 2 8 11 17 18
19		5		4 3 2 8 14 19
20		6		4 3 2 8 14 19 20
21		7		4 3 2 8 14 19 20 21
22		6		4 5 6 7 14 18 22
23		6		4 5 6 7 14 18 23
======================================================================

First routing table for node 5:
0		4		5 6 7 8 0
1		4		5 4 3 2 1
2		3		5 4 3 2
3		2		5 4 3
4		1		5 4
5		0		5
6		1		5 6
7		2		5 6 7
8		3		5 6 7 8
9		4		5 6 7 8 9
10		5		5 6 7 8 9 10
11		4		5 6 7 8 11
12		4		5 6 7 8 12
13		3		5 6 7 13
14		3		5 6 7 14
15		5		5 6 7 14 17 15
16		5		5 6 7 14 17 16
17		4		5 6 7 14 17
18		4		5 6 7 14 18
19		4		5 6 7 13 19
20		5		5 6 7 14 18 20
21		5		5 6 7 14 18 21
22		5		5 6 7 14 17 22
23		5		5 6 7 14 17 23
---------------------------------------------------------------------

Second routing table for node 5:
0		5		5 4 3 2 1 0
1		5		5 6 7 8 0 1
2		4		5 6 7 8 2
3		5		5 6 7 8 2 3
4		6		5 6 7 8 2 3 4
5		0		5
6		6		5 4 3 2 8 7 6
7		5		5 4 3 2 8 7
8		4		5 4 3 2 8
9		6		5 4 3 2 1 0 9
10		6		5 4 3 2 8 11 10
11		6		5 4 3 2 8 12 11
12		6		5 4 3 2 8 9 12
13		6		5 4 3 2 8 12 13
14		5		5 4 3 2 8 14
15		7		5 4 3 2 8 9 10 15
16		8		5 4 3 2 8 9 10 15 16
17		6		5 4 3 2 8 11 17
18		7		5 4 3 2 8 11 17 18
19		6		5 4 3 2 8 14 19
20		7		5 4 3 2 8 14 19 20
21		8		5 4 3 2 8 14 19 20 21
22		7		5 4 3 2 8 14 18 22
23		7		5 4 3 2 8 14 18 23
======================================================================

First routing table for node 6:
0		3		6 7 8 0
1		4		6 7 8 0 1
2		3		6 7 8 2
3		3		6 5 4 3
4		2		6 5 4
5		1		6 5
6		0		6
7		1		6 7
8		2		6 7 8
9		3		6 7 8 9
10		4		6 7 8 9 10
11		3		6 7 8 11
12		3		6 7 8 12
13		2		6 7 13
14		2		6 7 14
15		4		6 7 14 17 15
16		4		6 7 14 17 16
17		3		6 7 14 17
18		3		6 7 14 18
19		3		6 7 13 19
20		4		6 7 14 18 20
21		4		6 7 14 18 21
22		4		6 7 14 17 22
23		4		6 7 14 17 23
---------------------------------------------------------------------

Second routing table for node 6:
0		6		6 5 4 3 2 1 0
1		5		6 5 4 3 2 1
2		4		6 5 4 3 2
3		4		6 7 8 2 3
4		5		6 7 8 2 3 4
5		6		6 7 8 2 3 4 5
6		0		6
7		6		6 5 4 3 2 8 7
8		5		6 5 4 3 2 8
9		7		6 5 4 3 2 1 0 9
10		7		6 5 4 3 2 8 11 10
11		7		6 5 4 3 2 8 12 11
12		7		6 5 4 3 2 8 9 12
13		7		6 5 4 3 2 8 12 13
14		6		6 5 4 3 2 8 14
15		8		6 5 4 3 2 8 9 10 15
16		9		6 5 4 3 2 8 9 10 15 16
17		7		6 5 4 3 2 8 11 17
18		8		6 5 4 3 2 8 11 17 18
19		7		6 5 4 3 2 8 14 19
20		8		6 5 4 3 2 8 14 19 20
21		9		6 5 4 3 2 8 14 19 20 21
22		8		6 5 4 3 2 8 14 18 22
23		8		6 5 4 3 2 8 14 18 23
======================================================================

First routing table for node 7:
0		2		7 8 0
1		3		7 8 0 1
2		2		7 8 2
3		3		7 8 2 3
4		3		7 6 5 4
5		2		7 6 5
6		1		7 6
7		0		7
8		1		7 8
9		2		7 8 9
10		3		7 8 9 10
11		2		7 8 11
12		2		7 8 12
13		1		7 13
14		1		7 14
15		3		7 14 17 15
16		3		7 14 17 16
17		2		7 14 17
18		2		7 14 18
19		2		7 13 19
20		3		7 14 18 20
21		3		7 14 18 21
22		3		7 14 17 22
23		3		7 14 17 23
---------------------------------------------------------------------

Second routing table for node 7:
0		4		7 14 8 9 0
1		4		7 14 8 2 1
2		5		7 14 8 0 1 2
3		4		7 6 5 4 3
4		4		7 8 2 3 4
5		5		7 8 2 3 4 5
6		6		7 8 2 3 4 5 6
7		0		7
8		2		7 14 8
9		3		7 13 12 9
10		4		7 14 8 11 10
11		3		7 13 12 11
12		2		7 13 12
13		2		7 14 13
14		2		7 8 14
15		4		7 8 9 10 15
16		5		7 8 9 10 15 16
17		3		7 8 11 17
18		3		7 13 19 18
19		2		7 14 19
20		3		7 13 19 20
21		4		7 13 19 20 21
22		4		7 8 14 18 22
23		4		7 8 14 18 23
======================================================================

First routing table for node 8:
0		1		8 0
1		2		8 0 1
2		1		8 2
3		2		8 2 3
4		3		8 2 3 4
5		3		8 7 6 5
6		2		8 7 6
7		1		8 7
8		0		8
9		1		8 9
10		2		8 9 10
11		1		8 11
12		1		8 12
13		2		8 7 13
14		1		8 14
15		3		8 9 10 15
16		3		8 11 17 16
17		2		8 11 17
18		2		8 14 18
19		2		8 14 19
20		3		8 14 18 20
21		3		8 14 18 21
22		3		8 11 17 22
23		3		8 11 17 23
---------------------------------------------------------------------

Second routing table for node 8:
0		2		8 9 0
1		2		8 2 1
2		3		8 0 1 2
3		5		8 7 6 5 4 3
4		4		8 7 6 5 4
5		4		8 2 3 4 5
6		5		8 2 3 4 5 6
7		2		8 14 7
8		0		8
9		2		8 0 9
10		2		8 11 10
11		2		8 12 11
12		2		8 9 12
13		2		8 12 13
14		2		8 7 14
15		3		8 11 17 15
16		4		8 9 10 15 16
17		2		8 12 17
18		3		8 11 17 18
19		3		8 7 13 19
20		4		8 7 13 19 20
21		4		8 11 17 22 21
22		3		8 14 18 22
23		3		8 14 18 23
======================================================================

First routing table for node 9:
0		1		9 0
1		2		9 0 1
2		2		9 8 2
3		3		9 8 2 3
4		4		9 8 2 3 4
5		4		9 8 7 6 5
6		3		9 8 7 6
7		2		9 8 7
8		1		9 8
9		0		9
10		1		9 10
11		2		9 8 11
12		1		9 12
13		2		9 12 13
14		2		9 8 14
15		2		9 10 15
16		3		9 10 15 16
17		2		9 12 17
18		3		9 8 14 18
19		3		9 12 13 19
20		4		9 8 14 18 20
21		4		9 8 14 18 21
22		3		9 12 17 22
23		3		9 12 17 23
---------------------------------------------------------------------

Second routing table for node 9:
0		2		9 8 0
1		3		9 8 2 1
2		3		9 0 1 2
3		7		9 0 8 7 6 5 4 3
4		6		9 0 8 7 6 5 4
5		6		9 0 1 2 3 4 5
6		7		9 0 1 2 3 4 5 6
7		3		9 12 13 7
8		2		9 0 8
9		0		9
10		3		9 8 11 10
11		2		9 10 11
12		2		9 8 12
13		3		9 8 7 13
14		2		9 12 14
15		3		9 12 17 15
16		3		9 12 17 16
17		3		9 8 11 17
18		3		9 10 15 18
19		3		9 8 14 19
20		4		9 12 13 19 20
21		4		9 12 17 22 21
22		4		9 8 14 18 22
23		4		9 10 15 16 23
======================================================================

First routing table for node 10:
0		2		10 9 0
1		3		10 9 0 1
2		3		10 9 8 2
3		4		10 9 8 2 3
4		5		10 9 8 2 3 4
5		5		10 9 8 7 6 5
6		4		10 9 8 7 6
7		3		10 9 8 7
8		2		10 9 8
9		1		10 9
10		0		10
11		1		10 11
12		2		10 9 12
13		3		10 9 12 13
14		3		10 9 8 14
15		1		10 15
16		2		10 15 16
17		2		10 11 17
18		2		10 15 18
19		3		10 15 18 19
20		3		10 15 18 20
21		3		10 15 18 21
22		3		10 11 17 22
23		3		10 15 16 23
---------------------------------------------------------------------

Second routing table for node 10:
0		3		10 11 8 0
1		4		10 11 8 2 1
2		5		10 11 8 0 1 2
3		7		10 11 8 7 6 5 4 3
4		6		10 11 8 7 6 5 4
5		6		10 11 8 2 3 4 5
6		7		10 11 8 2 3 4 5 6
7		4		10 11 12 13 7
8		2		10 11 8
9		3		10 11 8 9
10		0		10
11		3		10 9 8 11
12		2		10 11 12
13		4		10 11 8 7 13
14		3		10 11 12 14
15		3		10 11 17 15
16		3		10 11 17 16
17		2		10 15 17
18		3		10 11 17 18
19		4		10 9 12 13 19
20		5		10 9 12 13 19 20
21		4		10 11 17 22 21
22		3		10 15 18 22
23		3		10 11 17 23
======================================================================

First routing table for node 11:
0		2		11 8 0
1		3		11 8 0 1
2		2		11 8 2
3		3		11 8 2 3
4		4		11 8 2 3 4
5		4		11 8 7 6 5
6		3		11 8 7 6
7		2		11 8 7
8		1		11 8
9		2		11 8 9
10		1		11 10
11		0		11
12		1		11 12
13		2		11 12 13
14		2		11 8 14
15		2		11 10 15
16		2		11 17 16
17		1		11 17
18		2		11 17 18
19		3		11 12 13 19
20		3		11 17 18 20
21		3		11 17 18 21
22		2		11 17 22
23		2		11 17 23
---------------------------------------------------------------------

Second routing table for node 11:
0		3		11 10 9 0
1		4		11 12 8 2 1
2		5		11 12 8 0 1 2
3		7		11 12 8 7 6 5 4 3
4		6		11 12 8 7 6 5 4
5		6		11 12 8 2 3 4 5
6		7		11 12 8 2 3 4 5 6
7		3		11 12 13 7
8		2		11 12 8
9		2		11 10 9
10		3		11 8 9 10
11		0		11
12		2		11 8 12
13		3		11 8 7 13
14		2		11 12 14
15		2		11 17 15
16		3		11 10 15 16
17		2		11 12 17
18		3		11 8 14 18
19		3		11 8 14 19
20		4		11 12 13 19 20
21		4		11 12 17 22 21
22		4		11 8 14 18 22
23		4		11 10 15 16 23
======================================================================

First routing table for node 12:
0		2		12 8 0
1		3		12 8 0 1
2		2		12 8 2
3		3		12 8 2 3
4		4		12 8 2 3 4
5		4		12 8 7 6 5
6		3		12 8 7 6
7		2		12 8 7
8		1		12 8
9		1		12 9
10		2		12 9 10
11		1		12 11
12		0		12
13		1		12 13
14		1		12 14
15		2		12 17 15
16		2		12 17 16
17		1		12 17
18		2		12 14 18
19		2		12 13 19
20		3		12 14 18 20
21		3		12 14 18 21
22		2		12 17 22
23		2		12 17 23
---------------------------------------------------------------------

Second routing table for node 12:
0		2		12 9 0
1		4		12 9 8 2 1
2		4		12 9 0 1 2
3		6		12 13 7 6 5 4 3
4		5		12 13 7 6 5 4
5		6		12 9 8 2 3 4 5
6		7		12 9 8 2 3 4 5 6
7		2		12 13 7
8		2		12 9 8
9		2		12 8 9
10		2		12 11 10
11		2		12 8 11
12		0		12
13		2		12 14 13
14		2		12 8 14
15		3		12 9 10 15
16		4		12 9 10 15 16
17		2		12 11 17
18		2		12 17 18
19		2		12 14 19
20		3		12 13 19 20
21		3		12 17 22 21
22		3		12 14 18 22
23		3		12 14 18 23
======================================================================

First routing table for node 13:
0		3		13 7 8 0
1		4		13 7 8 0 1
2		3		13 7 8 2
3		4		13 7 8 2 3
4		4		13 7 6 5 4
5		3		13 7 6 5
6		2		13 7 6
7		1		13 7
8		2		13 7 8
9		2		13 12 9
10		3		13 12 9 10
11		2		13 12 11
12		1		13 12
13		0		13
14		1		13 14
15		3		13 12 17 15
16		3		13 12 17 16
17		2		13 12 17
18		2		13 14 18
19		1		13 19
20		2		13 19 20
21		3		13 14 18 21
22		3		13 12 17 22
23		3		13 12 17 23
---------------------------------------------------------------------

Second routing table for node 13:
0		3		13 12 9 0
1		4		13 12 8 2 1
2		5		13 12 8 0 1 2
3		6		13 14 7 6 5 4 3
4		5		13 12 8 2 3 4
5		6		13 12 8 2 3 4 5
6		7		13 12 8 2 3 4 5 6
7		2		13 14 7
8		2		13 12 8
9		3		13 7 8 9
10		4		13 7 8 11 10
11		3		13 7 8 11
12		2		13 14 12
13		0		13
14		2		13 7 14
15		3		13 14 18 15
16		4		13 14 17 15 16
17		2		13 14 17
18		2		13 19 18
19		2		13 14 19
20		3		13 14 18 20
21		3		13 19 20 21
22		3		13 14 18 22
23		3		13 14 18 23
======================================================================

First routing table for node 14:
0		2		14 8 0
1		3		14 8 0 1
2		2		14 8 2
3		3		14 8 2 3
4		4		14 8 2 3 4
5		3		14 7 6 5
6		2		14 7 6
7		1		14 7
8		1		14 8
9		2		14 8 9
10		3		14 8 9 10
11		2		14 8 11
12		1		14 12
13		1		14 13
14		0		14
15		2		14 17 15
16		2		14 17 16
17		1		14 17
18		1		14 18
19		1		14 19
20		2		14 18 20
21		2		14 18 21
22		2		14 17 22
23		2		14 17 23
---------------------------------------------------------------------

Second routing table for node 14:
0		3		14 12 9 0
1		4		14 7 8 2 1
2		5		14 7 8 0 1 2
3		5		14 7 6 5 4 3
4		4		14 7 6 5 4
5		5		14 8 2 3 4 5
6		6		14 8 2 3 4 5 6
7		2		14 8 7
8		2		14 7 8
9		2		14 12 9
10		3		14 12 11 10
11		2		14 12 11
12		2		14 8 12
13		2		14 7 13
14		0		14
15		2		14 18 15
16		3		14 18 15 16
17		2		14 12 17
18		2		14 17 18
19		2		14 13 19
20		2		14 19 20
21		3		14 19 20 21
22		2		14 18 22
23		2		14 18 23
======================================================================

First routing table for node 15:
0		3		15 10 9 0
1		4		15 10 9 0 1
2		4		15 10 9 8 2
3		5		15 10 9 8 2 3
4		6		15 10 9 8 2 3 4
5		5		15 17 14 7 6 5
6		4		15 17 14 7 6
7		3		15 17 14 7
8		3		15 10 9 8
9		2		15 10 9
10		1		15 10
11		2		15 10 11
12		2		15 17 12
13		3		15 17 12 13
14		2		15 17 14
15		0		15
16		1		15 16
17		1		15 17
18		1		15 18
19		2		15 18 19
20		2		15 18 20
21		2		15 18 21
22		2		15 17 22
23		2		15 16 23
---------------------------------------------------------------------

Second routing table for node 15:
0		4		15 17 11 8 0
1		5		15 17 11 8 2 1
2		6		15 17 11 8 0 1 2
3		7		15 17 14 7 6 5 4 3
4		6		15 17 14 7 6 5 4
5		7		15 10 9 8 2 3 4 5
6		8		15 10 9 8 2 3 4 5 6
7		4		15 10 9 8 7
8		3		15 17 11 8
9		3		15 17 12 9
10		3		15 17 11 10
11		2		15 17 11
12		3		15 10 9 12
13		3		15 18 14 13
14		2		15 18 14
15		0		15
16		2		15 17 16
17		2		15 16 17
18		2		15 17 18
19		3		15 17 14 19
20		4		15 17 14 19 20
21		3		15 17 22 21
22		2		15 18 22
23		2		15 17 23
======================================================================

First routing table for node 16:
0		4		16 17 11 8 0
1		5		16 17 11 8 0 1
2		4		16 17 11 8 2
3		5		16 17 11 8 2 3
4		6		16 17 11 8 2 3 4
5		5		16 17 14 7 6 5
6		4		16 17 14 7 6
7		3		16 17 14 7
8		3		16 17 11 8
9		3		16 15 10 9
10		2		16 15 10
11		2		16 17 11
12		2		16 17 12
13		3		16 17 12 13
14		2		16 17 14
15		1		16 15
16		0		16
17		1		16 17
18		2		16 15 18
19		3		16 17 14 19
20		3		16 15 18 20
21		3		16 15 18 21
22		2		16 17 22
23		1		16 23
---------------------------------------------------------------------

Second routing table for node 16:
0		4		16 15 10 9 0
1		6		16 15 10 9 8 2 1
2		6		16 15 10 9 0 1 2
3		8		16 15 17 14 7 6 5 4 3
4		7		16 15 17 14 7 6 5 4
5		8		16 15 10 9 8 2 3 4 5
6		9		16 15 10 9 8 2 3 4 5 6
7		5		16 15 10 9 8 7
8		4		16 15 10 9 8
9		3		16 17 12 9
10		3		16 17 11 10
11		3		16 15 10 11
12		4		16 15 10 9 12
13		4		16 15 17 14 13
14		3		16 15 18 14
15		2		16 17 15
16		0		16
17		2		16 15 17
18		2		16 17 18
19		3		16 15 18 19
20		4		16 17 14 19 20
21		3		16 17 22 21
22		2		16 23 22
23		2		16 17 23
======================================================================

First routing table for node 17:
0		3		17 11 8 0
1		4		17 11 8 0 1
2		3		17 11 8 2
3		4		17 11 8 2 3
4		5		17 11 8 2 3 4
5		4		17 14 7 6 5
6		3		17 14 7 6
7		2		17 14 7
8		2		17 11 8
9		2		17 12 9
10		2		17 11 10
11		1		17 11
12		1		17 12
13		2		17 12 13
14		1		17 14
15		1		17 15
16		1		17 16
17		0		17
18		1		17 18
19		2		17 14 19
20		2		17 18 20
21		2		17 18 21
22		1		17 22
23		1		17 23
---------------------------------------------------------------------

Second routing table for node 17:
0		3		17 12 9 0
1		4		17 12 8 2 1
2		5		17 12 8 0 1 2
3		6		17 14 7 6 5 4 3
4		5		17 14 7 6 5 4
5		6		17 11 8 2 3 4 5
6		7		17 11 8 2 3 4 5 6
7		3		17 11 8 7
8		2		17 12 8
9		3		17 11 8 9
10		2		17 15 10
11		2		17 12 11
12		2		17 11 12
13		2		17 14 13
14		2		17 12 14
15		2		17 16 15
16		2		17 15 16
17		0		17
18		2		17 14 18
19		2		17 18 19
20		3		17 14 19 20
21		2		17 22 21
22		2		17 18 22
23		2		17 16 23
======================================================================

First routing table for node 18:
0		3		18 14 8 0
1		4		18 14 8 0 1
2		3		18 14 8 2
3		4		18 14 8 2 3
4		5		18 14 8 2 3 4
5		4		18 14 7 6 5
6		3		18 14 7 6
7		2		18 14 7
8		2		18 14 8
9		3		18 14 8 9
10		2		18 15 10
11		2		18 17 11
12		2		18 14 12
13		2		18 14 13
14		1		18 14
15		1		18 15
16		2		18 15 16
17		1		18 17
18		0		18
19		1		18 19
20		1		18 20
21		1		18 21
22		1		18 22
23		1		18 23
---------------------------------------------------------------------

Second routing table for node 18:
0		4		18 15 10 9 0
1		5		18 17 11 8 2 1
2		6		18 17 11 8 0 1 2
3		7		18 19 13 7 6 5 4 3
4		6		18 19 13 7 6 5 4
5		7		18 17 11 8 2 3 4 5
6		8		18 17 11 8 2 3 4 5 6
7		3		18 19 13 7
8		3		18 17 11 8
9		3		18 15 10 9
10		3		18 17 11 10
11		3		18 14 8 11
12		2		18 17 12
13		2		18 19 13
14		2		18 17 14
15		2		18 17 15
16		2		18 17 16
17		2		18 14 17
18		0		18
19		2		18 14 19
20		2		18 19 20
21		2		18 20 21
22		2		18 17 22
23		2		18 17 23
======================================================================

First routing table for node 19:
0		3		19 14 8 0
1		4		19 14 8 0 1
2		3		19 14 8 2
3		4		19 14 8 2 3
4		5		19 14 8 2 3 4
5		4		19 13 7 6 5
6		3		19 13 7 6
7		2		19 13 7
8		2		19 14 8
9		3		19 14 8 9
10		3		19 18 15 10
11		3		19 14 8 11
12		2		19 13 12
13		1		19 13
14		1		19 14
15		2		19 18 15
16		3		19 18 15 16
17		2		19 14 17
18		1		19 18
19		0		19
20		1		19 20
21		2		19 18 21
22		2		19 18 22
23		2		19 18 23
---------------------------------------------------------------------

Second routing table for node 19:
0		4		19 13 12 9 0
1		5		19 13 7 8 2 1
2		6		19 13 7 8 0 1 2
3		6		19 13 7 6 5 4 3
4		5		19 13 7 6 5 4
5		6		19 14 8 2 3 4 5
6		7		19 14 8 2 3 4 5 6
7		2		19 14 7
8		3		19 13 7 8
9		3		19 13 12 9
10		4		19 14 8 9 10
11		3		19 13 12 11
12		2		19 14 12
13		2		19 14 13
14		2		19 13 14
15		3		19 14 17 15
16		3		19 14 17 16
17		2		19 18 17
18		2		19 14 18
19		0		19
20		2		19 18 20
21		2		19 20 21
22		3		19 14 17 22
23		3		19 14 17 23
======================================================================

First routing table for node 20:
0		4		20 18 14 8 0
1		5		20 18 14 8 0 1
2		4		20 18 14 8 2
3		5		20 18 14 8 2 3
4		6		20 18 14 8 2 3 4
5		5		20 19 13 7 6 5
6		4		20 19 13 7 6
7		3		20 19 13 7
8		3		20 18 14 8
9		4		20 18 14 8 9
10		3		20 18 15 10
11		3		20 18 17 11
12		3		20 19 13 12
13		2		20 19 13
14		2		20 18 14
15		2		20 18 15
16		3		20 18 15 16
17		2		20 18 17
18		1		20 18
19		1		20 19
20		0		20
21		1		20 21
22		2		20 18 22
23		2		20 18 23
---------------------------------------------------------------------

Second routing table for node 20:
0		5		20 19 13 12 9 0
1		6		20 19 13 7 8 2 1
2		7		20 19 13 7 8 0 1 2
3		7		20 19 13 7 6 5 4 3
4		6		20 19 13 7 6 5 4
5		7		20 18 14 8 2 3 4 5
6		8		20 18 14 8 2 3 4 5 6
7		3		20 18 14 7
8		4		20 19 13 7 8
9		4		20 19 13 12 9
10		5		20 19 14 8 9 10
11		4		20 19 14 8 11
12		3		20 18 14 12
13		3		20 18 14 13
14		2		20 19 14
15		4		20 19 14 17 15
16		4		20 19 14 17 16
17		3		20 19 14 17
18		2		20 19 18
19		2		20 18 19
20		0		20
21		2		20 18 21
22		2		20 21 22
23		3		20 21 22 23
======================================================================

First routing table for node 21:
0		4		21 18 14 8 0
1		5		21 18 14 8 0 1
2		4		21 18 14 8 2
3		5		21 18 14 8 2 3
4		6		21 18 14 8 2 3 4
5		5		21 18 14 7 6 5
6		4		21 18 14 7 6
7		3		21 18 14 7
8		3		21 18 14 8
9		4		21 18 14 8 9
10		3		21 18 15 10
11		3		21 18 17 11
12		3		21 18 14 12
13		3		21 18 14 13
14		2		21 18 14
15		2		21 18 15
16		3		21 18 15 16
17		2		21 18 17
18		1		21 18
19		2		21 18 19
20		1		21 20
21		0		21
22		1		21 22
23		2		21 18 23
---------------------------------------------------------------------

Second routing table for node 21:
0		5		21 22 17 12 9 0
1		6		21 22 17 11 8 2 1
2		7		21 22 17 11 8 0 1 2
3		8		21 20 19 13 7 6 5 4 3
4		7		21 20 19 13 7 6 5 4
